Education,Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Deals_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Age,Seniority,Total_Children,km_model,hac_model,Tot_Amt_Products,Total_Promotions
Postgraduate,Alone,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,49,347,2,2,1,38,0
Postgraduate,Alone,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,30,596,0,3,3,35,1
Graduate,Couple,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,26,203,1,3,3,53,1
Postgraduate,Alone,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,51,412,2,0,2,293,0
Graduate,Couple,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,21,1,2,3,65,0
Graduate,Alone,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,60,657,1,0,2,1804,1
Graduate,Couple,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,58,455,1,0,0,241,0
Graduate,Couple,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,60,103,0,1,0,1101,0
Postgraduate,Couple,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,46,632,2,0,1,264,0
Postgraduate,Couple,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,40,524,2,0,2,541,0
Graduate,Couple,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,29,421,0,1,0,1198,0
Graduate,Couple,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,37,89,1,0,2,482,0
Undergraduate,Alone,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,36,48,3,2,1,17,0
Postgraduate,Couple,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,66,226,0,1,0,1615,2
Postgraduate,Alone,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,60,302,1,0,1,285,0
Graduate,Couple,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,34,592,1,1,0,1135,0
Undergraduate,Couple,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,26,79,1,3,3,114,0
Graduate,Couple,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,45,227,0,1,0,1047,0
Postgraduate,Couple,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,44,76,2,0,0,714,0
Postgraduate,Couple,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,540,1,2,3,185,0
Graduate,Alone,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,52,659,1,0,0,1245,0
Graduate,Couple,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,36,460,1,3,3,189,0
Graduate,Couple,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,612,1,0,2,576,0
Graduate,Alone,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,62,567,1,0,2,1103,0
Postgraduate,Couple,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,42,690,0,1,0,1753,0
Postgraduate,Couple,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,28,133,1,2,3,17,0
Graduate,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,466,2,0,2,433,0
Undergraduate,Alone,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,52,540,1,1,0,1588,1
Graduate,Couple,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,43,410,1,3,3,22,0
Graduate,Alone,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,63,74,0,3,3,19,0
Postgraduate,Couple,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,49,463,1,0,0,1117,0
Undergraduate,Couple,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,39,202,1,3,3,69,0
Postgraduate,Couple,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,207,1,2,3,23,0
Postgraduate,Alone,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,56,268,1,1,0,605,0
Graduate,Alone,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,41,185,1,3,3,57,0
Undergraduate,Alone,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,44,43,1,2,3,22,0
Graduate,Alone,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,46,244,0,1,0,2088,1
Graduate,Couple,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,553,1,1,0,1009,0
Graduate,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,333,1,3,3,26,0
Graduate,Couple,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,213,0,1,0,1627,1
Graduate,Couple,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,681,1,0,2,1102,0
Postgraduate,Couple,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,24,2,2,1,17,0
Graduate,Couple,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,405,1,1,0,1690,3
Graduate,Couple,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,536,1,1,0,1390,0
Postgraduate,Couple,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,667,0,1,0,2126,0
Postgraduate,Couple,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,608,1,0,0,1531,0
Postgraduate,Alone,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,286,1,3,3,64,0
Graduate,Alone,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,245,1,3,3,26,0
Graduate,Alone,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,450,0,1,0,1112,4
Undergraduate,Couple,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,645,0,3,2,210,0
Graduate,Couple,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,669,2,0,2,1148,0
Postgraduate,Alone,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,624,1,2,3,33,0
Postgraduate,Couple,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,621,1,0,2,1101,1
Graduate,Alone,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,615,1,0,0,322,0
Graduate,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,390,2,2,1,44,0
Postgraduate,Alone,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,203,3,2,1,17,0
Graduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,627,1,3,3,31,1
Postgraduate,Alone,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,403,2,0,0,845,0
Postgraduate,Couple,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,12,1,0,1,275,0
Postgraduate,Couple,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,583,1,3,3,25,0
Postgraduate,Couple,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,511,2,0,1,275,0
Postgraduate,Couple,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,472,2,2,1,90,0
Graduate,Couple,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,3,0,1,0,1495,1
Postgraduate,Couple,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,622,2,0,1,184,1
Graduate,Couple,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,375,0,1,0,981,0
Graduate,Couple,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,268,1,3,3,67,0
Graduate,Alone,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,645,0,1,0,1635,0
Postgraduate,Alone,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,101,1,3,3,60,0
Postgraduate,Couple,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,145,1,0,2,231,0
Graduate,Couple,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,84,2,2,1,48,0
Graduate,Alone,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,508,2,2,1,99,0
Postgraduate,Couple,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,286,1,0,0,770,0
Graduate,Alone,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,528,0,1,0,957,0
Postgraduate,Couple,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,60,0,1,0,818,0
Postgraduate,Alone,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,453,0,1,0,925,1
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,434,1,0,0,908,0
Undergraduate,Couple,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,33,503,1,3,3,102,0
Graduate,Couple,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,612,1,0,2,576,0
Graduate,Couple,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,667,0,0,2,317,0
Postgraduate,Couple,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,120,1,1,0,461,0
Postgraduate,Couple,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,73,2,2,1,37,0
Graduate,Couple,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,40,352,1,3,3,70,0
Graduate,Couple,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,62,516,0,1,0,930,0
Postgraduate,Couple,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,537,2,0,2,859,0
Graduate,Alone,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,48,0,1,0,1478,0
Postgraduate,Alone,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,65,381,0,0,1,390,0
Undergraduate,Couple,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,30,360,0,3,3,52,1
Graduate,Couple,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,184,1,3,3,137,0
Graduate,Couple,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,34,606,0,1,0,1919,1
Graduate,Couple,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,43,165,2,3,1,68,0
Graduate,Couple,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,474,2,2,1,25,0
Postgraduate,Couple,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,62,675,1,0,2,1374,2
Undergraduate,Alone,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,26,479,1,3,3,32,0
Postgraduate,Couple,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,28,532,1,3,3,100,0
Graduate,Alone,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,32,533,0,1,0,825,0
Postgraduate,Alone,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,104,1,0,2,916,1
Graduate,Alone,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,74,2,2,1,62,0
Undergraduate,Couple,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,58,260,1,0,2,728,0
Postgraduate,Couple,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,120,1,2,1,90,0
Graduate,Alone,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,77,1,0,2,273,0
Graduate,Couple,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,30,184,1,3,3,66,0
Postgraduate,Couple,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,53,458,0,1,0,1213,1
Graduate,Alone,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,48,649,0,3,2,107,0
Graduate,Alone,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,67,116,0,1,0,1157,1
Postgraduate,Couple,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,50,292,1,0,2,546,1
Postgraduate,Couple,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,22,428,0,3,2,241,0
Graduate,Alone,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,38,162,1,3,3,53,0
Graduate,Couple,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,244,3,2,1,37,0
Graduate,Couple,,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,25,391,0,1,0,1611,2
Postgraduate,Alone,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,38,508,0,1,0,1508,0
Graduate,Couple,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,48,194,2,0,1,235,0
Postgraduate,Couple,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,58,110,2,2,1,32,0
Graduate,Couple,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,335,2,2,1,102,0
Graduate,Alone,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,29,684,1,1,0,401,0
Graduate,Couple,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,63,348,2,2,1,28,0
Graduate,Alone,,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,44,310,3,0,2,1052,2
Graduate,Couple,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,43,528,1,1,0,680,0
Graduate,Couple,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,40,363,1,3,3,30,0
Postgraduate,Alone,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,140,2,2,1,20,0
Postgraduate,Alone,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,53,507,1,0,2,1307,0
Graduate,Alone,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,61,534,1,0,2,630,0
Graduate,Couple,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,57,359,0,1,0,1283,0
Postgraduate,Alone,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,38,362,1,3,3,65,0
Graduate,Couple,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,30,234,1,3,3,37,0
Postgraduate,Couple,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,416,3,2,1,38,0
Postgraduate,Alone,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,28,501,1,3,3,160,0
Graduate,Alone,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,31,439,1,3,3,23,0
Postgraduate,Alone,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,291,0,3,3,71,0
Postgraduate,Couple,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,58,452,1,0,2,1161,0
Postgraduate,Couple,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,535,1,3,3,59,1
Graduate,Couple,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,31,364,1,3,3,33,0
Graduate,Alone,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,54,655,2,1,0,946,0
Graduate,Alone,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,46,570,0,1,0,1442,3
Graduate,Couple,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,42,594,1,3,3,62,0
Graduate,Couple,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,49,483,0,1,0,1674,1
Postgraduate,Couple,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,44,276,0,1,0,1853,1
Graduate,Alone,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,26,688,0,1,0,1538,0
Graduate,Alone,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,28,204,0,3,3,139,0
Postgraduate,Couple,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,583,1,0,2,1182,2
Postgraduate,Couple,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,381,1,0,0,507,0
Undergraduate,Couple,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,41,318,1,3,3,18,1
Graduate,Alone,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,62,231,0,1,0,940,0
Graduate,Couple,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,49,371,2,2,1,42,0
Graduate,Alone,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,44,13,0,1,0,1190,0
Graduate,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,551,2,2,1,44,0
Postgraduate,Couple,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,177,1,2,3,16,1
Graduate,Couple,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,57,194,1,0,0,835,0
Graduate,Couple,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,535,1,1,0,1443,2
Postgraduate,Alone,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,48,244,0,1,0,1029,0
Graduate,Couple,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,40,610,0,1,0,1188,0
Postgraduate,Alone,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,38,554,1,0,2,1277,0
Graduate,Alone,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,36,212,2,2,1,49,0
Graduate,Couple,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,59,414,1,2,1,99,1
Postgraduate,Couple,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,45,564,0,1,0,1670,0
Postgraduate,Couple,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,71,313,0,1,0,900,0
Postgraduate,Couple,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,66,264,2,0,0,425,0
Graduate,Couple,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,57,639,0,1,0,2153,1
Postgraduate,Alone,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,45,99,1,0,2,636,0
Graduate,Couple,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,36,125,2,2,1,57,0
Postgraduate,Couple,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,583,1,3,3,25,0
Graduate,Couple,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,47,548,2,0,2,494,0
Graduate,Alone,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,45,677,1,0,2,693,0
Graduate,Couple,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,54,408,0,1,0,1348,0
Graduate,Alone,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,38,470,1,3,3,51,0
Graduate,Couple,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,52,589,0,1,0,1932,0
Postgraduate,Alone,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,575,1,0,2,990,0
Undergraduate,Couple,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,68,1,3,3,30,0
Graduate,Couple,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,39,609,2,0,2,254,0
Postgraduate,Alone,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,44,304,1,2,3,29,1
Graduate,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,48,595,1,0,2,1371,1
Postgraduate,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,372,2,2,1,73,0
Postgraduate,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,680,2,2,1,120,0
Graduate,Alone,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,468,0,3,3,81,1
Graduate,Alone,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,546,1,3,3,37,0
Postgraduate,Couple,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,270,1,1,0,1377,0
Graduate,Alone,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,380,1,3,3,51,0
Postgraduate,Couple,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,537,2,2,1,17,0
Graduate,Couple,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,227,1,3,3,22,0
Graduate,Alone,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,564,0,0,2,324,0
Undergraduate,Couple,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,676,3,0,2,211,0
Postgraduate,Alone,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,91,1,2,3,19,0
Graduate,Alone,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,410,1,3,3,41,0
Postgraduate,Couple,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,256,1,0,2,492,1
Graduate,Couple,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,632,1,1,0,1005,0
Graduate,Couple,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,668,1,2,3,114,0
Postgraduate,Alone,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,417,2,0,0,1173,0
Graduate,Couple,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,177,0,1,0,1738,1
Postgraduate,Couple,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,202,1,2,2,222,0
Graduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,56,0,1,0,1127,0
Postgraduate,Couple,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,437,0,0,1,209,0
Postgraduate,Couple,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,124,1,0,0,787,0
Postgraduate,Couple,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,266,0,1,0,1598,0
Graduate,Couple,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,43,652,2,0,1,186,0
Graduate,Couple,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,30,667,1,3,3,47,0
Graduate,Alone,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,552,1,3,3,27,0
Undergraduate,Couple,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,34,597,1,3,3,96,0
Undergraduate,Alone,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,58,463,2,2,1,64,0
Graduate,Couple,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,640,0,1,0,1040,0
Graduate,Alone,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,40,318,2,0,1,163,0
Graduate,Couple,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,54,475,0,0,2,343,0
Postgraduate,Alone,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,59,250,3,0,1,446,1
Graduate,Couple,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,20,2,2,1,41,0
Postgraduate,Alone,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,42,668,1,3,3,70,0
Postgraduate,Alone,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,30,2,0,1,272,0
Postgraduate,Couple,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,40,388,1,3,3,46,0
